ModuleName,ARITLSHIFT,ARITLSHIFT_PORT_NUM,ARITLSHIFT_PORT_WIDTH,ARITLSHIFT_VALUE,ARITRSHIFT,ARITRSHIFT_PORT_NUM,ARITRSHIFT_PORT_WIDTH,ARITRSHIFT_VALUE,AlwaysConstructs,AssignLHSPortNum,AssignLHSWidth,AssignRHSPortNum,AssignRHSWidth,AssignStmts,BLOCKINGASSIGN,BlockAssign_Left_PortNum,BlockAssign_Left_Width,BlockAssign_Right_PortNum,BlockAssign_Right_Width,CASECONDITIONNUM,CASECONDITIONWIDTH,CASEITEMCONDITIONNUM,CASEITEMCONDITIOWIDTH,CASEITEMNUM,CONDITIONALELSE,CONDITIONALIF,CONDITIONALIFWIDTH,CONDITIONALTHEN,FORBLOCK,FORTIMES,FUNCTIONCALL,FUNCTIONNUM,INDEXMEMRORY,INOUT,INOUTWIDTH,INPUT,INPUTWIDTH,MIN,ModuleInsts,NonBlockLeftWidth,NonBlockRightWidth,NonBlockingAssign,NonBlockingLeftPortNum,NonBlockingRightPortNum,OUTPUT,OUTPUTWIDTH,PARAMETERNUM,PARAMETERVALUE,PLUS,QUESTIONCOLON,QUESTIONCOLONELSE,QUESTIONCOLONIF,QUESTIONCOLONTHEN,REDAND,REDAOR,REDXOR,REG,REGWIDTH,UnaryOperator,WIRENUM,WIREWIDTH,LUT,FF,IO,BUFG,BRAM,LUTRAM,DSP
fifo_rd,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,3,3,3,3,0,0,0,0,0,0,0,5,12,0,0,36,10,11,11,2,1,1,0,0,1,0,0,0,0,0,0,0,2,10,0,0,0,4,2,5,1,0,0,0
fifo_wr,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,3,3,3,3,0,0,0,0,0,0,0,4,4,0,0,38,2,12,12,1,2,9,0,0,2,0,0,0,0,0,0,0,1,2,0,0,0,10,10,13,1,0,0,0
fir,0,0,0,0,8,7,56,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,9,0,168,105,19,19,27,1,16,0,0,19,0,0,0,0,0,0,0,19,168,0,0,0,229,145,25,1,0,0,0
flow_led,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,4,0,0,0,0,0,0,0,2,2,0,0,84,7,6,6,4,1,4,0,0,1,0,0,0,0,2,0,0,1,24,0,0,0,37,28,6,1,0,0,0
flush_sync,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,3,3,0,0,4,2,4,4,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2,4,1,0,0,0
fre_ctrl,0,0,0,0,0,0,0,0,1,1,1,1,1,1,4,4,4,4,2,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,2,2,5,1,0,0,0
FSM,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,5,15,0,0,2,4,8,8,10,4,4,4,4,0,0,0,0,0,0,0,5,5,0,0,20,11,10,10,10,1,3,4,0,0,0,0,0,0,0,0,0,3,7,0,0,0,2,2,8,1,0,0,0
full_add2,0,0,0,0,0,0,0,0,0,2,2,9,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,3,2,2,0,0,0,0,0,1,0,5,0,0,0,0
full_add3,0,0,0,0,0,0,0,0,0,2,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0
full_add4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,3,2,2,5,5,0,0,0,1,0,5,0,0,0,0
full_add5,0,0,0,0,0,0,0,0,1,1,1,2,2,1,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,3,2,1,4,4,0,1,1,1,0,5,0,0,0,0
full_adder,0,0,0,0,0,0,0,0,0,2,2,8,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,1,0,5,0,0,0,0
funct,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,3,6,0,0,64,0,2,2,1,1,32,0,0,0,0,0,0,0,0,0,0,1,32,0,0,0,0,0,0,0,0,0,0
gng_coef,0,0,0,0,0,0,0,0,2,0,0,0,0,0,249,249,13197,0,0,1,8,0,0,249,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,53,53,3,3,3,3,53,0,0,0,0,0,0,0,0,0,0,1,53,0,0,0,200,53,62,1,0,0,0
gng_ctg,0,0,0,0,0,0,0,0,3,3,192,3,132,3,0,0,0,0,0,0,0,0,0,0,3,4,4,4,0,0,0,0,0,0,0,3,3,0,0,514,196,10,10,13,2,65,3,0,0,0,0,0,0,0,0,5,3,192,0,3,192,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
gng_lzd,0,0,0,0,0,0,0,0,0,127,200,188,67,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,61,0,0,0,0,0,0,248,1,6,0,0,0,31,31,31,31,0,62,0,0,0,32,12,147,51,0,67,0,0,0,0
gng_smul_16_18,0,0,0,0,0,0,0,0,2,1,34,1,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,35,0,0,68,34,3,3,2,1,34,0,0,0,0,0,0,0,0,0,0,3,68,0,0,0,0,0,69,1,0,0,1
gpio_apbif,0,0,0,0,0,0,0,0,24,9,9,0,0,9,46,46,680,14,160,1,5,0,0,12,16,30,45,30,0,0,0,0,0,0,0,10,66,0,0,928,608,29,29,28,10,97,0,0,0,0,0,0,0,24,0,0,32,772,0,19,131,49,64,139,1,0,0,0
gpio_ctrl,0,0,0,0,0,0,0,0,14,8,8,2,16,8,11,11,88,3,24,0,0,0,0,0,5,5,5,5,7,56,0,0,0,0,0,13,76,0,0,58,25,9,9,6,8,50,0,0,0,0,0,0,0,1,0,1,22,113,2,21,126,48,33,126,2,0,0,0
gpio_mod,0,0,0,0,0,0,0,0,1,2,64,3,96,2,0,0,0,0,0,0,0,0,0,0,5,6,0,6,0,0,0,0,0,0,0,7,100,0,0,224,96,7,7,6,2,64,0,0,0,0,0,0,0,12,0,0,3,96,0,0,0,69,97,136,1,0,0,0
half_add2,0,0,0,0,0,0,0,0,0,2,2,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,4,0,0,0,0
half_add3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,8,8,8,0,2,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,4,0,0,0,0
half_adder,0,0,0,0,0,0,0,0,0,2,2,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,4,0,0,0,0
holes_filler,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,4,4,0,0,4,4,4,4,4,2,2,0,0,0,1,1,1,1,0,0,0,3,3,0,0,0,1,4,6,1,0,0,0
i2c_dri,0,0,0,0,1,0,0,0,4,3,11,2,2,3,19,19,152,19,19,9,65,16,16,196,14,15,10,15,0,0,0,0,0,0,1,8,29,1,0,385,51,227,235,91,4,11,3,0,2,1,1,1,1,5,0,0,11,69,0,2,10,90,72,41,2,0,0,0
im,0,0,0,0,0,0,0,0,0,1,32,1,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,33,0,0,0,0,0,0,0,1,32,2,128,0,0,0,0,0,0,0,0,1,4096,0,0,0,0,0,32,0,0,0,0
ima_adpcm_dec,0,0,0,0,0,0,0,0,5,5,65,0,0,5,0,0,0,0,0,2,10,0,0,98,13,14,15,14,0,0,0,0,0,0,0,7,31,1,0,1591,65,119,119,24,3,18,0,0,6,1,1,1,1,5,0,0,7,64,1,4,64,123,51,49,1,0.5,0,0
ima_adpcm_enc,0,0,0,0,0,0,0,0,6,3,31,1,7,3,0,0,0,0,0,3,13,0,0,105,14,15,33,15,0,0,0,0,0,0,0,4,19,4,0,1767,45,144,152,22,5,29,0,0,7,0,0,0,0,8,0,0,12,118,0,1,8,220,85,48,1,0.5,0,0
JK_FF,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,5,2,2,2,2,0,0,0,0,0,0,0,5,5,0,0,7,2,7,7,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,3,6,1,0,0,0
johnson,0,0,0,0,1,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,2,2,0,0,8,0,3,4,2,1,4,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,1,4,6,1,0,0,0
key_debounce,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,2,6,0,0,0,0,0,0,0,3,3,1,0,136,35,12,12,4,2,2,0,0,0,0,0,0,0,4,0,0,2,33,0,0,0,43,35,5,1,0,0,0
key_led,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,4,0,0,3,6,0,0,15,9,9,3,9,0,0,0,0,0,0,0,3,6,0,0,146,2,23,23,10,1,4,0,0,2,0,0,0,0,6,0,0,2,26,0,0,0,44,30,10,1,0,0,0
latch_1,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0
latch_16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,16,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,0,0,0,0,0,0,0,1,16,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0,16,33,1,0,0,0
latch_2,0,0,0,0,0,0,0,0,0,1,1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,1,1,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0
latch_8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2,9,0,0,8,8,1,1,1,1,8,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,8,17,1,0,0,0
lcd_display,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1,5,0,0,0,0,0,0,0,4,24,0,0,96,5,6,6,5,1,16,2,0,0,0,0,0,0,12,0,0,0,0,0,0,0,4,3,24,1,0,0,0
lcd_driver,0,0,0,0,0,0,0,0,2,11,46,9,44,11,0,0,0,0,0,0,0,0,0,0,4,5,2,5,0,0,0,0,0,0,0,3,18,7,0,66,0,6,6,0,9,44,10,0,4,5,5,5,5,3,0,0,2,22,0,2,2,68,21,62,1,0,0,0
led_alarm,0,0,0,0,0,0,0,0,1,1,4,1,1,1,0,0,0,0,0,0,0,0,0,0,2,3,1,3,0,0,0,0,0,0,0,3,3,0,0,103,1,7,7,1,1,4,1,0,1,0,0,0,0,2,0,0,2,26,0,0,0,21,26,7,1,0,0,0
led_ctrl,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3,5,3,5,0,0,0,0,0,0,0,3,3,1,0,76,2,10,10,3,1,1,0,0,0,0,0,0,0,3,0,0,3,25,0,1,1,35,26,4,1,0,0,0
longframe1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,4,18,3,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,8,1,0,0,0,0,2,0,0,2,9,0,0,0,9,8,2,1,0,0,0
longframe2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,5,19,4,1,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,8,1,0,0,0,0,2,0,0,3,10,0,0,0,9,9,2,1,0,0,0
lookup,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,18,72,2,4,1,4,0,0,17,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,2,4,9,1,0,0,0
MAC,0,0,0,0,0,0,0,0,1,1,16,1,16,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,4,18,0,0,32,16,2,2,2,1,16,0,0,1,0,0,0,0,0,0,0,1,16,0,1,16,72,16,34,1,0,0,0
mAlu,0,0,0,0,2,2,16,2,3,0,0,0,0,0,18,18,130,10,58,3,10,0,0,13,3,3,16,3,0,0,0,0,0,0,0,7,45,2,0,0,0,0,0,0,2,9,4,8,2,0,0,0,0,2,1,1,4,25,0,0,0,48,0,46,0,0,0,0
mCntrl,0,0,0,0,0,0,0,0,1,0,0,0,0,0,65,208,418,17,17,1,11,11,11,12,5,6,1,6,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,14,17,23,0,0,0,0,0,0,7,0,0,15,28,0,3,8,37,26,25,1,0,0,0
mealy_seq_detect,0,0,0,0,0,0,0,0,2,0,0,0,0,0,12,12,19,12,7,1,2,3,3,4,4,4,1,4,0,0,0,0,0,0,0,3,3,0,0,4,3,2,2,2,1,1,3,0,0,0,0,0,0,3,0,0,2,4,0,0,0,3,2,4,1,0,0,0
mealy_seq_detect_2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,14,14,21,14,7,1,2,3,3,4,4,4,1,4,0,0,0,0,0,0,0,3,3,0,0,4,3,2,2,2,1,1,3,0,0,0,0,0,0,3,0,0,2,4,0,0,0,3,2,4,1,0,0,0
memory,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,7,8,2,30008936,0,0,0,0,0,10,55,0,0,168,48,6,7,12,1,32,3,168,0,0,0,0,0,2,0,0,2,4097,0,0,0,1381,4192,85,2,0,0,0
mem_mod,0,0,0,0,0,0,0,0,1,1,32,1,32,1,1,1,7,1,7,0,0,0,0,0,2,4,0,4,0,0,0,0,0,0,0,5,67,0,0,71,39,3,4,4,1,32,0,0,0,0,0,0,0,6,0,0,4,2120,0,0,0,104,33,83,1,0,0,0
mpc,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,5,35,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,18,1,0,0,0,0,0,0,1,9,0,0,1,0,0,0,0,1,0,0,4,26,0,0,0,8,0,27,0,0,0,0
mRegister,0,0,0,0,0,0,0,0,3,0,0,0,0,0,16,16,16,12,12,3,6,0,0,12,1,2,2,2,0,0,0,0,0,0,0,7,10,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,6,6,0,0,0,6,4,12,1,0,0,0
mult,0,0,0,0,0,0,0,0,0,1,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,0,0,0,0,0,0,0,1,16,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,32,0,0,0,0
mult_for,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,16,1,0,0,0,0,0,0,0,0,0,0,1,15005567,0,0,0,0,0,2,16,0,0,0,0,0,0,0,1,16,1,8,0,0,0,0,0,0,0,0,2,17,0,0,0,68,0,32,0,0,0,0
mult_repeat,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,40,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,0,0,0,0,0,0,0,1,16,1,8,0,0,0,0,0,0,0,0,3,40,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
MUX21_2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,4,0,0,0,0
MUX21_2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,4,0,0,0,0
mux2_1a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0
mux2_1b,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,4,0,0,0,0
MUX2_1c,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0
mux4_1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,5,5,4,4,1,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,7,0,0,0,0
mux4_1c,0,0,0,0,0,0,0,0,0,1,1,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,1,0,7,0,0,0,0
mux4_1d,0,0,0,0,0,0,0,0,0,1,1,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,1,1,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0
mux_case,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,4,4,4,4,1,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,7,0,0,0,0
mux_casez,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,4,4,4,4,1,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,1,9,0,0,0,0
mux_if,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,4,4,4,4,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,1,0,7,0,0,0,0
non_block,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
n_block,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
paobiao,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,4,10,0,0,0,0,0,0,0,3,3,0,0,78,0,21,24,12,6,24,0,0,6,0,0,0,0,6,0,0,8,26,0,0,0,22,26,27,1,0,0,0
paral1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,1,3,1,0,0,0
paral2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,1,3,1,0,0,0
parity,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,10,0,0,0,0
pcf8563,0,0,0,0,0,0,0,0,3,4,73,9,97,4,0,0,0,0,0,1,4,0,0,14,4,11,4,11,0,0,0,0,0,0,0,5,12,0,0,379,90,60,60,16,5,50,1,0,13,1,1,1,1,8,0,0,11,68,0,3,49,43,69,62,1,0,0,0
pipeline,0,0,0,0,0,0,0,0,5,0,0,0,0,0,13,17,65,12,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,0,0,0,0,0,0,8,2,9,0,0,8,0,0,0,0,0,0,0,17,65,0,0,0,13,44,27,1,0,0,0
PLL_clk_gen,0,0,0,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,4,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,12,27,0,0,5,3,PLL=1,0,0
pmu,0,0,0,0,0,0,0,0,11,23,23,33,33,23,26,26,165,25,59,2,6,13,13,13,25,30,45,30,0,0,0,0,0,0,0,18,61,1,4,246,138,21,21,42,7,38,13,0,0,0,0,0,0,52,0,0,12,144,0,45,88,90,117,99,2,0,0,0
prep2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,7,56,6,24,0,0,0,0,0,3,5,5,5,0,0,0,0,0,0,0,7,21,0,0,0,0,0,0,0,1,8,0,0,1,0,0,0,0,0,0,0,3,24,0,2,9,15,24,29,1,0,0,0
prep3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,26,26,143,13,39,2,11,8,24,11,4,4,2,4,0,0,0,0,0,0,0,3,10,0,0,22,14,4,4,3,1,8,8,0,0,0,0,0,0,2,0,0,4,22,0,0,0,17,15,18,1,0,0,0
prep3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,26,38,148,0,0,1,8,16,24,11,4,4,2,4,0,0,0,0,0,0,0,3,10,0,0,35,16,5,6,2,1,8,8,0,0,0,0,0,0,2,0,0,4,32,0,0,0,17,15,18,1,0,0,0
prep4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,66,78,268,41,164,5,14,32,128,51,11,11,8,11,0,0,0,0,0,0,0,3,10,0,0,8,8,2,2,28,1,8,16,0,0,0,0,0,0,24,0,3,3,16,0,0,0,34,4,18,1,0,0,0
prep5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,16,2,8,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,5,11,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,1,8,0,2,16,27,8,19,1,0,0,0
prep6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,32,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,3,18,0,0,0,0,0,0,0,1,16,0,0,1,0,0,0,0,0,0,0,1,16,0,0,0,16,16,34,1,0,0,0
prep7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,48,2,16,0,0,0,0,0,2,3,3,3,0,0,0,0,0,0,0,5,20,0,0,0,0,0,0,0,1,16,0,0,1,0,0,0,0,0,0,0,1,16,0,0,0,21,16,36,1,0,0,0
prep8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,48,2,16,0,0,0,0,0,2,3,3,3,0,0,0,0,0,0,0,5,20,0,0,0,0,0,0,0,1,16,0,0,1,0,0,0,0,0,0,0,1,16,0,0,0,21,16,36,1,0,0,0
prep9,0,0,0,0,0,0,0,0,1,8,8,1,8,1,14,22,27,14,0,0,0,0,0,0,10,10,2,10,0,0,0,0,0,0,0,5,19,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,8,0,0,2,9,0,1,16,15,9,28,1,0,0,0
Project_Uart,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,0,0,0,0,0,0,0
px_had_sync,0,0,0,0,0,0,0,0,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,5,5,0,0,8,4,8,8,5,1,1,0,0,0,0,0,0,0,1,0,0,4,4,0,6,6,3,4,6,2,0,0,0
qadd,0,0,0,0,0,0,0,0,1,1,32,1,32,1,10,10,124,6,0,0,0,0,0,0,5,5,0,5,0,0,0,0,0,0,0,2,64,14,0,0,0,0,0,18,1,32,2,47,2,0,0,0,0,11,0,0,1,32,0,0,0,157,16,96,0,0,0,0
mR4000,0,0,0,0,0,0,0,0,6,5,133,5,131,4,12,12,644,13,546,1,2,0,0,3,4,7,7,7,0,0,0,0,0,0,0,3,66,0,3,0,0,0,0,0,5,194,1,64,0,0,0,0,0,1,1,0,6,322,0,22,279,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ram_rw,0,0,0,0,0,0,0,0,3,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,6,6,0,6,0,0,0,0,0,0,0,3,10,0,0,57,0,9,9,0,4,15,0,0,3,2,2,2,2,8,0,0,1,6,0,0,0,15,19,17,1,0,0,0
random_32,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,2,2,2,0,95,63,4,4,7,1,32,1,32,0,0,0,0,0,0,0,2,2,64,0,0,0,1,64,34,1,0,0,0
read_sync,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,4,12,0,0,54,18,6,6,6,1,9,1,8,0,0,0,0,0,0,0,0,1,9,0,0,0,10,18,21,1,0,0,0
